date,metric_name,value,segment,plan,region,domain,description
2025-04-15,Rhythm Readiness & Communica=on Index,0.124,Mid-Market,Pro,EMEA,System Health [Inferred] (It assesses how well the overall organiza=onal system,
2025-05-15,Rhythm Readiness & Communica=on Index,0.1145,Enterprise,Enterprise,APAC,System Health [Inferred] (It assesses how well the overall organiza=onal system,
2025-05-15,Rhythm Readiness & Communica=on Index,0.154,SMB,Basic,EMEA,System Health [Inferred] (It assesses how well the overall organiza=onal system,
2025-05-15,Rhythm Readiness & Communica=on Index,0.1232,SMB,Pro,North America,System Health [Inferred] (It assesses how well the overall organiza=onal system,
2025-06-14,Rhythm Readiness & Communica=on Index,0.1056,SMB,Enterprise,APAC,System Health [Inferred] (It assesses how well the overall organiza=onal system,
2025-06-14,Rhythm Readiness & Communica=on Index,0.1249,Enterprise,Basic,North America,System Health [Inferred] (It assesses how well the overall organiza=onal system,
2025-06-14,Rhythm Readiness & Communica=on Index,0.1237,Enterprise,Enterprise,EMEA,System Health [Inferred] (It assesses how well the overall organiza=onal system,
2025-07-14,Rhythm Readiness & Communica=on Index,0.1192,SMB,Pro,APAC,System Health [Inferred] (It assesses how well the overall organiza=onal system,
2025-07-14,Rhythm Readiness & Communica=on Index,0.1083,Enterprise,Enterprise,EMEA,System Health [Inferred] (It assesses how well the overall organiza=onal system,
2025-07-14,Rhythm Readiness & Communica=on Index,0.1093,Enterprise,Enterprise,North America,System Health [Inferred] (It assesses how well the overall organiza=onal system,
2025-08-13,Rhythm Readiness & Communica=on Index,0.1443,Enterprise,Pro,APAC,System Health [Inferred] (It assesses how well the overall organiza=onal system,
2025-08-13,Rhythm Readiness & Communica=on Index,0.1149,Enterprise,Enterprise,EMEA,System Health [Inferred] (It assesses how well the overall organiza=onal system,
2025-08-13,Rhythm Readiness & Communica=on Index,0.1382,Mid-Market,Enterprise,EMEA,System Health [Inferred] (It assesses how well the overall organiza=onal system,
2025-09-12,Rhythm Readiness & Communica=on Index,0.1104,Enterprise,Pro,North America,System Health [Inferred] (It assesses how well the overall organiza=onal system,
2025-09-12,Rhythm Readiness & Communica=on Index,0.1203,Mid-Market,Enterprise,North America,System Health [Inferred] (It assesses how well the overall organiza=onal system,
2025-09-12,Rhythm Readiness & Communica=on Index,0.1002,SMB,Basic,North America,System Health [Inferred] (It assesses how well the overall organiza=onal system,
2025-10-12,Rhythm Readiness & Communica=on Index,0.0957,Mid-Market,Pro,EMEA,System Health [Inferred] (It assesses how well the overall organiza=onal system,
2025-10-12,Rhythm Readiness & Communica=on Index,0.1176,Mid-Market,Enterprise,North America,System Health [Inferred] (It assesses how well the overall organiza=onal system,
2025-10-12,Rhythm Readiness & Communica=on Index,0.1091,SMB,Enterprise,APAC,System Health [Inferred] (It assesses how well the overall organiza=onal system,
2025-11-11,Rhythm Readiness & Communica=on Index,0.1439,Enterprise,Basic,APAC,System Health [Inferred] (It assesses how well the overall organiza=onal system,
2025-11-11,Rhythm Readiness & Communica=on Index,0.1118,SMB,Pro,North America,System Health [Inferred] (It assesses how well the overall organiza=onal system,
2025-11-11,Rhythm Readiness & Communica=on Index,0.1038,SMB,Pro,EMEA,System Health [Inferred] (It assesses how well the overall organiza=onal system,
2025-12-11,Rhythm Readiness & Communica=on Index,0.1306,Mid-Market,Pro,APAC,System Health [Inferred] (It assesses how well the overall organiza=onal system,
2025-12-11,Rhythm Readiness & Communica=on Index,0.1129,Enterprise,Pro,North America,System Health [Inferred] (It assesses how well the overall organiza=onal system,
2025-12-11,Rhythm Readiness & Communica=on Index,0.1097,Enterprise,Basic,APAC,System Health [Inferred] (It assesses how well the overall organiza=onal system,
2025-01-15,ROI of Alignment and SGE Outcomes,320.4478,Mid-Market,Enterprise,APAC,Outcome & Impact [Inferred] (As the metric is focused on the quantifiable,Demonstrates the quantifiable return on investment from improved
2025-01-15,ROI of Alignment and SGE Outcomes,338.1268,Enterprise,Basic,EMEA,Outcome & Impact [Inferred] (As the metric is focused on the quantifiable,Demonstrates the quantifiable return on investment from improved
2025-01-15,ROI of Alignment and SGE Outcomes,332.6787,Mid-Market,Basic,APAC,Outcome & Impact [Inferred] (As the metric is focused on the quantifiable,Demonstrates the quantifiable return on investment from improved
2025-02-14,ROI of Alignment and SGE Outcomes,331.4667,Enterprise,Pro,North America,Outcome & Impact [Inferred] (As the metric is focused on the quantifiable,Demonstrates the quantifiable return on investment from improved
2025-02-14,ROI of Alignment and SGE Outcomes,254.329,SMB,Pro,North America,Outcome & Impact [Inferred] (As the metric is focused on the quantifiable,Demonstrates the quantifiable return on investment from improved
2025-02-14,ROI of Alignment and SGE Outcomes,312.757,Enterprise,Pro,EMEA,Outcome & Impact [Inferred] (As the metric is focused on the quantifiable,Demonstrates the quantifiable return on investment from improved
2025-03-16,ROI of Alignment and SGE Outcomes,368.4589,Enterprise,Enterprise,North America,Outcome & Impact [Inferred] (As the metric is focused on the quantifiable,Demonstrates the quantifiable return on investment from improved
2025-03-16,ROI of Alignment and SGE Outcomes,347.3385,SMB,Pro,APAC,Outcome & Impact [Inferred] (As the metric is focused on the quantifiable,Demonstrates the quantifiable return on investment from improved
2025-03-16,ROI of Alignment and SGE Outcomes,345.9356,Mid-Market,Enterprise,North America,Outcome & Impact [Inferred] (As the metric is focused on the quantifiable,Demonstrates the quantifiable return on investment from improved
2025-04-15,ROI of Alignment and SGE Outcomes,289.1727,Mid-Market,Pro,North America,Outcome & Impact [Inferred] (As the metric is focused on the quantifiable,Demonstrates the quantifiable return on investment from improved
2025-04-15,ROI of Alignment and SGE Outcomes,312.484,Mid-Market,Enterprise,North America,Outcome & Impact [Inferred] (As the metric is focused on the quantifiable,Demonstrates the quantifiable return on investment from improved
2025-04-15,ROI of Alignment and SGE Outcomes,260.0306,Enterprise,Basic,North America,Outcome & Impact [Inferred] (As the metric is focused on the quantifiable,Demonstrates the quantifiable return on investment from improved
2025-05-15,ROI of Alignment and SGE Outcomes,326.5528,Enterprise,Enterprise,APAC,Outcome & Impact [Inferred] (As the metric is focused on the quantifiable,Demonstrates the quantifiable return on investment from improved
2025-05-15,ROI of Alignment and SGE Outcomes,306.662,Enterprise,Basic,EMEA,Outcome & Impact [Inferred] (As the metric is focused on the quantifiable,Demonstrates the quantifiable return on investment from improved
2025-05-15,ROI of Alignment and SGE Outcomes,289.5069,SMB,Basic,EMEA,Outcome & Impact [Inferred] (As the metric is focused on the quantifiable,Demonstrates the quantifiable return on investment from improved
2025-06-14,ROI of Alignment and SGE Outcomes,339.4128,Mid-Market,Basic,North America,Outcome & Impact [Inferred] (As the metric is focused on the quantifiable,Demonstrates the quantifiable return on investment from improved
2025-06-14,ROI of Alignment and SGE Outcomes,268.8943,Enterprise,Basic,APAC,Outcome & Impact [Inferred] (As the metric is focused on the quantifiable,Demonstrates the quantifiable return on investment from improved
2025-06-14,ROI of Alignment and SGE Outcomes,341.9407,Mid-Market,Enterprise,EMEA,Outcome & Impact [Inferred] (As the metric is focused on the quantifiable,Demonstrates the quantifiable return on investment from improved
2025-07-14,ROI of Alignment and SGE Outcomes,306.9145,SMB,Enterprise,North America,Outcome & Impact [Inferred] (As the metric is focused on the quantifiable,Demonstrates the quantifiable return on investment from improved
2025-07-14,ROI of Alignment and SGE Outcomes,366.0048,Mid-Market,Pro,EMEA,Outcome & Impact [Inferred] (As the metric is focused on the quantifiable,Demonstrates the quantifiable return on investment from improved
2025-07-14,ROI of Alignment and SGE Outcomes,293.2208,Mid-Market,Pro,APAC,Outcome & Impact [Inferred] (As the metric is focused on the quantifiable,Demonstrates the quantifiable return on investment from improved
2025-08-13,ROI of Alignment and SGE Outcomes,248.9661,Mid-Market,Pro,North America,Outcome & Impact [Inferred] (As the metric is focused on the quantifiable,Demonstrates the quantifiable return on investment from improved
2025-08-13,ROI of Alignment and SGE Outcomes,245.3862,SMB,Pro,EMEA,Outcome & Impact [Inferred] (As the metric is focused on the quantifiable,Demonstrates the quantifiable return on investment from improved
2025-08-13,ROI of Alignment and SGE Outcomes,352.0382,Enterprise,Pro,North America,Outcome & Impact [Inferred] (As the metric is focused on the quantifiable,Demonstrates the quantifiable return on investment from improved
2025-09-12,ROI of Alignment and SGE Outcomes,358.561,SMB,Enterprise,EMEA,Outcome & Impact [Inferred] (As the metric is focused on the quantifiable,Demonstrates the quantifiable return on investment from improved
2025-09-12,ROI of Alignment and SGE Outcomes,318.8351,Mid-Market,Basic,APAC,Outcome & Impact [Inferred] (As the metric is focused on the quantifiable,Demonstrates the quantifiable return on investment from improved
2025-09-12,ROI of Alignment and SGE Outcomes,250.8282,Enterprise,Pro,North America,Outcome & Impact [Inferred] (As the metric is focused on the quantifiable,Demonstrates the quantifiable return on investment from improved
2025-10-12,ROI of Alignment and SGE Outcomes,279.579,Enterprise,Basic,APAC,Outcome & Impact [Inferred] (As the metric is focused on the quantifiable,Demonstrates the quantifiable return on investment from improved
2025-10-12,ROI of Alignment and SGE Outcomes,269.7721,Enterprise,Pro,North America,Outcome & Impact [Inferred] (As the metric is focused on the quantifiable,Demonstrates the quantifiable return on investment from improved
2025-10-12,ROI of Alignment and SGE Outcomes,273.8867,Mid-Market,Enterprise,North America,Outcome & Impact [Inferred] (As the metric is focused on the quantifiable,Demonstrates the quantifiable return on investment from improved
2025-11-11,ROI of Alignment and SGE Outcomes,295.7229,Enterprise,Basic,APAC,Outcome & Impact [Inferred] (As the metric is focused on the quantifiable,Demonstrates the quantifiable return on investment from improved
2025-11-11,ROI of Alignment and SGE Outcomes,237.7606,Mid-Market,Enterprise,APAC,Outcome & Impact [Inferred] (As the metric is focused on the quantifiable,Demonstrates the quantifiable return on investment from improved
2025-11-11,ROI of Alignment and SGE Outcomes,308.6419,Enterprise,Basic,EMEA,Outcome & Impact [Inferred] (As the metric is focused on the quantifiable,Demonstrates the quantifiable return on investment from improved
2025-12-11,ROI of Alignment and SGE Outcomes,284.9166,SMB,Enterprise,North America,Outcome & Impact [Inferred] (As the metric is focused on the quantifiable,Demonstrates the quantifiable return on investment from improved
2025-12-11,ROI of Alignment and SGE Outcomes,282.374,Mid-Market,Enterprise,EMEA,Outcome & Impact [Inferred] (As the metric is focused on the quantifiable,Demonstrates the quantifiable return on investment from improved
2025-12-11,ROI of Alignment and SGE Outcomes,299.0282,Enterprise,Enterprise,APAC,Outcome & Impact [Inferred] (As the metric is focused on the quantifiable,Demonstrates the quantifiable return on investment from improved
2025-01-15,Quantified Alignment Scores,442.8322,SMB,Enterprise,North America,System Health [Inferred] (As a comprehensive measure of alignment across,"Measures the numerical representation of the degree to which strategy,"
2025-01-15,Quantified Alignment Scores,444.7755,Enterprise,Basic,North America,System Health [Inferred] (As a comprehensive measure of alignment across,"Measures the numerical representation of the degree to which strategy,"
2025-01-15,Quantified Alignment Scores,573.9294,Enterprise,Pro,North America,System Health [Inferred] (As a comprehensive measure of alignment across,"Measures the numerical representation of the degree to which strategy,"
2025-02-14,Quantified Alignment Scores,398.3506,Mid-Market,Pro,APAC,System Health [Inferred] (As a comprehensive measure of alignment across,"Measures the numerical representation of the degree to which strategy,"
2025-02-14,Quantified Alignment Scores,549.0481,Enterprise,Enterprise,North America,System Health [Inferred] (As a comprehensive measure of alignment across,"Measures the numerical representation of the degree to which strategy,"
2025-02-14,Quantified Alignment Scores,517.5069,Enterprise,Basic,North America,System Health [Inferred] (As a comprehensive measure of alignment across,"Measures the numerical representation of the degree to which strategy,"
2025-03-16,Quantified Alignment Scores,465.621,SMB,Basic,EMEA,System Health [Inferred] (As a comprehensive measure of alignment across,"Measures the numerical representation of the degree to which strategy,"
2025-03-16,Quantified Alignment Scores,531.6766,SMB,Enterprise,North America,System Health [Inferred] (As a comprehensive measure of alignment across,"Measures the numerical representation of the degree to which strategy,"
2025-03-16,Quantified Alignment Scores,567.8746,SMB,Basic,APAC,System Health [Inferred] (As a comprehensive measure of alignment across,"Measures the numerical representation of the degree to which strategy,"
2025-04-15,Quantified Alignment Scores,643.362,Mid-Market,Basic,EMEA,System Health [Inferred] (As a comprehensive measure of alignment across,"Measures the numerical representation of the degree to which strategy,"
2025-04-15,Quantified Alignment Scores,433.1057,SMB,Basic,APAC,System Health [Inferred] (As a comprehensive measure of alignment across,"Measures the numerical representation of the degree to which strategy,"
2025-04-15,Quantified Alignment Scores,624.3748,Enterprise,Enterprise,North America,System Health [Inferred] (As a comprehensive measure of alignment across,"Measures the numerical representation of the degree to which strategy,"
2025-05-15,Quantified Alignment Scores,569.1481,SMB,Pro,North America,System Health [Inferred] (As a comprehensive measure of alignment across,"Measures the numerical representation of the degree to which strategy,"
2025-05-15,Quantified Alignment Scores,585.3661,Enterprise,Basic,APAC,System Health [Inferred] (As a comprehensive measure of alignment across,"Measures the numerical representation of the degree to which strategy,"
2025-05-15,Quantified Alignment Scores,453.9063,Mid-Market,Enterprise,North America,System Health [Inferred] (As a comprehensive measure of alignment across,"Measures the numerical representation of the degree to which strategy,"
2025-06-14,Quantified Alignment Scores,401.5289,SMB,Enterprise,EMEA,System Health [Inferred] (As a comprehensive measure of alignment across,"Measures the numerical representation of the degree to which strategy,"
2025-06-14,Quantified Alignment Scores,396.3926,Enterprise,Pro,North America,System Health [Inferred] (As a comprehensive measure of alignment across,"Measures the numerical representation of the degree to which strategy,"
2025-06-14,Quantified Alignment Scores,551.0827,Enterprise,Basic,North America,System Health [Inferred] (As a comprehensive measure of alignment across,"Measures the numerical representation of the degree to which strategy,"
2025-07-14,Quantified Alignment Scores,613.1732,SMB,Enterprise,North America,System Health [Inferred] (As a comprehensive measure of alignment across,"Measures the numerical representation of the degree to which strategy,"
2025-07-14,Quantified Alignment Scores,472.7327,Enterprise,Basic,EMEA,System Health [Inferred] (As a comprehensive measure of alignment across,"Measures the numerical representation of the degree to which strategy,"
2025-07-14,Quantified Alignment Scores,480.3041,Mid-Market,Enterprise,APAC,System Health [Inferred] (As a comprehensive measure of alignment across,"Measures the numerical representation of the degree to which strategy,"
2025-08-13,Quantified Alignment Scores,580.5063,SMB,Pro,APAC,System Health [Inferred] (As a comprehensive measure of alignment across,"Measures the numerical representation of the degree to which strategy,"
2025-08-13,Quantified Alignment Scores,527.3818,Enterprise,Basic,EMEA,System Health [Inferred] (As a comprehensive measure of alignment across,"Measures the numerical representation of the degree to which strategy,"
2025-08-13,Quantified Alignment Scores,622.5149,Mid-Market,Enterprise,APAC,System Health [Inferred] (As a comprehensive measure of alignment across,"Measures the numerical representation of the degree to which strategy,"
2025-09-12,Quantified Alignment Scores,621.6992,SMB,Basic,EMEA,System Health [Inferred] (As a comprehensive measure of alignment across,"Measures the numerical representation of the degree to which strategy,"
2025-09-12,Quantified Alignment Scores,566.7033,Enterprise,Enterprise,APAC,System Health [Inferred] (As a comprehensive measure of alignment across,"Measures the numerical representation of the degree to which strategy,"
2025-09-12,Quantified Alignment Scores,561.4222,SMB,Pro,North America,System Health [Inferred] (As a comprehensive measure of alignment across,"Measures the numerical representation of the degree to which strategy,"
2025-10-12,Quantified Alignment Scores,561.7453,Enterprise,Basic,North America,System Health [Inferred] (As a comprehensive measure of alignment across,"Measures the numerical representation of the degree to which strategy,"
2025-10-12,Quantified Alignment Scores,588.7342,Enterprise,Basic,EMEA,System Health [Inferred] (As a comprehensive measure of alignment across,"Measures the numerical representation of the degree to which strategy,"
2025-10-12,Quantified Alignment Scores,643.292,SMB,Basic,North America,System Health [Inferred] (As a comprehensive measure of alignment across,"Measures the numerical representation of the degree to which strategy,"
2025-11-11,Quantified Alignment Scores,470.573,SMB,Basic,North America,System Health [Inferred] (As a comprehensive measure of alignment across,"Measures the numerical representation of the degree to which strategy,"
2025-11-11,Quantified Alignment Scores,410.1609,Enterprise,Basic,North America,System Health [Inferred] (As a comprehensive measure of alignment across,"Measures the numerical representation of the degree to which strategy,"
2025-11-11,Quantified Alignment Scores,595.2407,Mid-Market,Basic,EMEA,System Health [Inferred] (As a comprehensive measure of alignment across,"Measures the numerical representation of the degree to which strategy,"
2025-12-11,Quantified Alignment Scores,510.1746,Mid-Market,Pro,EMEA,System Health [Inferred] (As a comprehensive measure of alignment across,"Measures the numerical representation of the degree to which strategy,"
2025-12-11,Quantified Alignment Scores,502.9108,SMB,Pro,APAC,System Health [Inferred] (As a comprehensive measure of alignment across,"Measures the numerical representation of the degree to which strategy,"
2025-12-11,Quantified Alignment Scores,612.0783,Mid-Market,Enterprise,North America,System Health [Inferred] (As a comprehensive measure of alignment across,"Measures the numerical representation of the degree to which strategy,"
2025-01-15,Percentage of teams with active Micro-Foundries or adaptive charters,0.1789,SMB,Basic,APAC,"System Health [Inferred] (Measuring the ""adoption of new, adaptive operating","Measures the adoption of new, adaptive operating models."
2025-01-15,Percentage of teams with active Micro-Foundries or adaptive charters,0.1672,Mid-Market,Enterprise,EMEA,"System Health [Inferred] (Measuring the ""adoption of new, adaptive operating","Measures the adoption of new, adaptive operating models."
2025-01-15,Percentage of teams with active Micro-Foundries or adaptive charters,0.1694,Enterprise,Basic,EMEA,"System Health [Inferred] (Measuring the ""adoption of new, adaptive operating","Measures the adoption of new, adaptive operating models."
2025-02-14,Percentage of teams with active Micro-Foundries or adaptive charters,0.1429,Enterprise,Basic,EMEA,"System Health [Inferred] (Measuring the ""adoption of new, adaptive operating","Measures the adoption of new, adaptive operating models."
2025-02-14,Percentage of teams with active Micro-Foundries or adaptive charters,0.1588,Enterprise,Enterprise,North America,"System Health [Inferred] (Measuring the ""adoption of new, adaptive operating","Measures the adoption of new, adaptive operating models."
2025-02-14,Percentage of teams with active Micro-Foundries or adaptive charters,0.1676,Mid-Market,Enterprise,EMEA,"System Health [Inferred] (Measuring the ""adoption of new, adaptive operating","Measures the adoption of new, adaptive operating models."
2025-03-16,Percentage of teams with active Micro-Foundries or adaptive charters,0.1801,SMB,Pro,North America,"System Health [Inferred] (Measuring the ""adoption of new, adaptive operating","Measures the adoption of new, adaptive operating models."
2025-03-16,Percentage of teams with active Micro-Foundries or adaptive charters,0.1595,Enterprise,Enterprise,North America,"System Health [Inferred] (Measuring the ""adoption of new, adaptive operating","Measures the adoption of new, adaptive operating models."
2025-03-16,Percentage of teams with active Micro-Foundries or adaptive charters,0.1487,Enterprise,Basic,EMEA,"System Health [Inferred] (Measuring the ""adoption of new, adaptive operating","Measures the adoption of new, adaptive operating models."
2025-04-15,Percentage of teams with active Micro-Foundries or adaptive charters,0.1487,Enterprise,Basic,APAC,"System Health [Inferred] (Measuring the ""adoption of new, adaptive operating","Measures the adoption of new, adaptive operating models."
2025-04-15,Percentage of teams with active Micro-Foundries or adaptive charters,0.1714,SMB,Enterprise,APAC,"System Health [Inferred] (Measuring the ""adoption of new, adaptive operating","Measures the adoption of new, adaptive operating models."
2025-04-15,Percentage of teams with active Micro-Foundries or adaptive charters,0.1343,SMB,Basic,North America,"System Health [Inferred] (Measuring the ""adoption of new, adaptive operating","Measures the adoption of new, adaptive operating models."
2025-05-15,Percentage of teams with active Micro-Foundries or adaptive charters,0.1645,Enterprise,Enterprise,EMEA,"System Health [Inferred] (Measuring the ""adoption of new, adaptive operating","Measures the adoption of new, adaptive operating models."
2025-05-15,Percentage of teams with active Micro-Foundries or adaptive charters,0.1428,Mid-Market,Basic,EMEA,"System Health [Inferred] (Measuring the ""adoption of new, adaptive operating","Measures the adoption of new, adaptive operating models."
2025-05-15,Percentage of teams with active Micro-Foundries or adaptive charters,0.1203,Enterprise,Pro,EMEA,"System Health [Inferred] (Measuring the ""adoption of new, adaptive operating","Measures the adoption of new, adaptive operating models."
2025-06-14,Percentage of teams with active Micro-Foundries or adaptive charters,0.1832,Mid-Market,Pro,APAC,"System Health [Inferred] (Measuring the ""adoption of new, adaptive operating","Measures the adoption of new, adaptive operating models."
2025-06-14,Percentage of teams with active Micro-Foundries or adaptive charters,0.1506,Enterprise,Pro,North America,"System Health [Inferred] (Measuring the ""adoption of new, adaptive operating","Measures the adoption of new, adaptive operating models."
2025-06-14,Percentage of teams with active Micro-Foundries or adaptive charters,0.1848,Enterprise,Enterprise,APAC,"System Health [Inferred] (Measuring the ""adoption of new, adaptive operating","Measures the adoption of new, adaptive operating models."
2025-07-14,Percentage of teams with active Micro-Foundries or adaptive charters,0.1649,Enterprise,Basic,EMEA,"System Health [Inferred] (Measuring the ""adoption of new, adaptive operating","Measures the adoption of new, adaptive operating models."
2025-07-14,Percentage of teams with active Micro-Foundries or adaptive charters,0.1699,SMB,Enterprise,EMEA,"System Health [Inferred] (Measuring the ""adoption of new, adaptive operating","Measures the adoption of new, adaptive operating models."
2025-07-14,Percentage of teams with active Micro-Foundries or adaptive charters,0.1337,Enterprise,Enterprise,EMEA,"System Health [Inferred] (Measuring the ""adoption of new, adaptive operating","Measures the adoption of new, adaptive operating models."
2025-08-13,Percentage of teams with active Micro-Foundries or adaptive charters,0.1787,Mid-Market,Pro,APAC,"System Health [Inferred] (Measuring the ""adoption of new, adaptive operating","Measures the adoption of new, adaptive operating models."
2025-08-13,Percentage of teams with active Micro-Foundries or adaptive charters,0.1519,Enterprise,Enterprise,EMEA,"System Health [Inferred] (Measuring the ""adoption of new, adaptive operating","Measures the adoption of new, adaptive operating models."
